,age,income,children,credit_history,overdue_payments,active_loans,years_in_job,employment_type,owns_property,assets_value,other_loans,education,city,marital_status,credit_risk
2535,37,10232.0,4.0,dobra historia,0.0,2,4,określona,0.0,,1,2,1,żonaty/zamężna,0
2536,49,31307.0,2.0,dobra historia,0.0,1,29,stała,1.0,30867.0,0,1,0,żonaty/zamężna,0
2537,49,25904.0,0.0,dobra historia,0.0,0,1,brak,,106703.0,1,1,0,żonaty/zamężna,0
2538,27,12580.0,1.0,,0.0,1,12,określona,1.0,71543.0,0,0,0,kawaler/panna,0
2539,40,15264.0,1.0,dobra historia,0.0,1,8,brak,1.0,138730.0,1,1,0,żonaty/zamężna,0
2540,32,14334.0,2.0,,0.0,0,6,stała,1.0,69542.0,0,2,0,kawaler/panna,0
2541,27,15332.0,2.0,dobra historia,0.0,3,12,stała,0.0,20220.0,1,1,1,kawaler/panna,0
2542,37,,1.0,dobra historia,0.0,1,15,stała,0.0,34139.0,0,1,0,żonaty/zamężna,0
2543,36,19278.0,1.0,,0.0,2,10,stała,0.0,36147.0,0,1,0,kawaler/panna,0
2544,64,,2.0,dobra historia,0.0,1,10,samozatrudnienie,0.0,75260.0,0,1,2,kawaler/panna,0
2545,44,15076.0,0.0,dobra historia,0.0,2,11,stała,1.0,24409.0,0,2,2,kawaler/panna,0
2546,26,19645.0,0.0,dobra historia,,1,8,samozatrudnienie,0.0,111119.0,1,1,0,kawaler/panna,0
2547,34,23952.0,1.0,dobra historia,1.0,1,13,określona,1.0,,0,1,1,żonaty/zamężna,0
2548,50,18804.0,3.0,brak historii,,2,4,stała,0.0,12530.0,0,1,0,rozwiedziony/rozwiedziona,0
2549,60,39313.0,0.0,dobra historia,,1,3,określona,1.0,59960.0,1,1,1,kawaler/panna,0
2550,24,28397.0,4.0,brak historii,0.0,2,15,stała,1.0,,1,1,2,żonaty/zamężna,0
2551,21,9942.0,0.0,brak historii,,0,1,stała,1.0,43250.0,0,1,1,kawaler/panna,0
2552,58,28620.0,0.0,dobra historia,0.0,1,8,samozatrudnienie,1.0,154032.0,0,0,2,rozwiedziony/rozwiedziona,0
2553,43,,0.0,dobra historia,1.0,0,3,samozatrudnienie,0.0,18991.0,0,1,0,kawaler/panna,0
2554,31,17723.0,3.0,,0.0,0,9,samozatrudnienie,0.0,142081.0,0,0,0,żonaty/zamężna,0
2555,45,,0.0,brak historii,0.0,0,7,określona,0.0,74895.0,0,0,1,kawaler/panna,0
2556,18,22115.0,0.0,dobra historia,0.0,3,14,określona,,37973.0,0,0,1,żonaty/zamężna,0
2557,40,,0.0,,0.0,1,18,stała,1.0,,0,2,2,żonaty/zamężna,0
2558,43,12571.0,1.0,brak historii,0.0,0,4,brak,1.0,92340.0,0,0,2,kawaler/panna,0
2559,49,10661.0,3.0,dobra historia,,2,5,brak,,92018.0,0,1,0,kawaler/panna,0
2560,29,21083.0,0.0,brak historii,1.0,1,7,stała,1.0,34903.0,0,0,2,żonaty/zamężna,0
2561,40,19603.0,2.0,,1.0,1,8,brak,1.0,84353.0,0,2,0,kawaler/panna,0
2562,30,17878.0,3.0,dobra historia,0.0,1,14,samozatrudnienie,0.0,50262.0,0,2,0,kawaler/panna,0
2563,42,21126.0,0.0,,0.0,1,4,określona,,118876.0,0,0,1,żonaty/zamężna,0
2564,31,,2.0,dobra historia,1.0,1,8,stała,0.0,27637.0,0,2,2,żonaty/zamężna,0
2565,35,17722.0,0.0,brak historii,0.0,2,8,stała,1.0,,1,1,1,kawaler/panna,0
2566,30,28757.0,0.0,dobra historia,1.0,2,7,samozatrudnienie,0.0,10000.0,0,2,1,rozwiedziony/rozwiedziona,0
2567,46,18490.0,1.0,dobra historia,1.0,3,12,stała,0.0,99719.0,0,1,0,żonaty/zamężna,0
2568,48,9547.0,2.0,brak historii,,1,8,określona,,85770.0,1,1,0,żonaty/zamężna,0
2569,37,17390.0,0.0,dobra historia,,3,1,stała,1.0,29602.0,0,0,1,żonaty/zamężna,0
2570,40,12899.0,0.0,,0.0,1,3,stała,0.0,155589.0,1,0,1,żonaty/zamężna,0
2571,25,25174.0,3.0,dobra historia,1.0,2,9,stała,1.0,23299.0,0,0,0,kawaler/panna,0
2572,37,,2.0,dobra historia,1.0,3,19,brak,,,1,0,0,kawaler/panna,0
2573,39,9610.0,0.0,brak historii,0.0,1,12,stała,0.0,157065.0,0,1,1,żonaty/zamężna,0
2574,66,32193.0,0.0,dobra historia,0.0,0,14,samozatrudnienie,0.0,57290.0,1,1,1,żonaty/zamężna,0
2575,28,12630.0,0.0,dobra historia,0.0,3,9,określona,1.0,51708.0,0,0,1,kawaler/panna,0
2576,54,40000.0,0.0,dobra historia,1.0,1,10,samozatrudnienie,1.0,82012.0,0,0,1,żonaty/zamężna,0
2577,49,21495.0,1.0,dobra historia,0.0,3,11,określona,0.0,84582.0,1,1,0,rozwiedziony/rozwiedziona,0
2578,42,,1.0,dobra historia,0.0,3,10,brak,,,1,1,1,żonaty/zamężna,0
2579,57,12444.0,0.0,dobra historia,0.0,2,10,określona,1.0,28528.0,0,1,1,kawaler/panna,0
2580,43,26213.0,2.0,dobra historia,0.0,2,15,określona,0.0,36593.0,1,0,0,żonaty/zamężna,0
2581,43,18112.0,0.0,dobra historia,0.0,2,10,brak,0.0,106889.0,0,1,1,żonaty/zamężna,0
2582,39,20987.0,1.0,dobra historia,1.0,2,9,stała,1.0,,1,0,1,żonaty/zamężna,0
2583,52,,0.0,dobra historia,,2,18,stała,1.0,72378.0,1,1,2,żonaty/zamężna,0
2584,50,15527.0,0.0,dobra historia,0.0,1,12,określona,,35631.0,1,0,0,żonaty/zamężna,0
2585,33,22696.0,0.0,brak historii,1.0,1,1,stała,0.0,12008.0,0,1,0,żonaty/zamężna,0
2586,26,40000.0,1.0,,0.0,2,5,samozatrudnienie,0.0,27163.0,0,0,1,kawaler/panna,0
2587,37,25216.0,0.0,,0.0,1,3,określona,0.0,52428.0,0,1,0,żonaty/zamężna,0
2588,31,9864.0,0.0,brak historii,0.0,2,12,samozatrudnienie,1.0,134597.0,0,1,0,kawaler/panna,0
2589,39,,0.0,brak historii,0.0,0,16,brak,1.0,,1,1,0,kawaler/panna,0
2590,52,12314.0,0.0,,,0,13,brak,0.0,57720.0,0,1,0,kawaler/panna,0
2591,35,40000.0,0.0,,,3,9,stała,1.0,38304.0,0,0,1,żonaty/zamężna,0
2592,39,14596.0,1.0,dobra historia,0.0,2,18,stała,0.0,128248.0,0,1,0,kawaler/panna,0
2593,40,40000.0,0.0,brak historii,1.0,0,11,określona,1.0,,1,1,0,żonaty/zamężna,0
2594,48,40000.0,1.0,dobra historia,0.0,2,14,samozatrudnienie,1.0,65917.0,0,1,2,kawaler/panna,0
2595,18,14789.0,4.0,brak historii,,0,11,stała,1.0,116043.0,0,1,2,żonaty/zamężna,0
2596,33,22247.0,1.0,dobra historia,0.0,0,4,stała,1.0,100409.0,0,2,2,żonaty/zamężna,0
2597,42,32106.0,2.0,dobra historia,1.0,1,8,stała,1.0,34255.0,0,0,2,żonaty/zamężna,0
2598,52,,2.0,brak historii,0.0,0,12,brak,1.0,,0,0,2,żonaty/zamężna,0
2599,35,,3.0,brak historii,,1,11,stała,1.0,61080.0,1,0,1,rozwiedziony/rozwiedziona,0
2600,21,40000.0,0.0,brak historii,1.0,0,9,stała,1.0,30607.0,1,2,1,żonaty/zamężna,0
2601,46,,2.0,,0.0,3,7,określona,,37643.0,0,1,0,kawaler/panna,0
2602,33,18336.0,3.0,brak historii,,0,12,stała,,60659.0,0,1,2,żonaty/zamężna,0
2603,28,18519.0,0.0,dobra historia,2.0,2,14,stała,1.0,257823.0,0,1,0,żonaty/zamężna,0
2604,33,,0.0,dobra historia,0.0,1,11,stała,0.0,34846.0,1,1,1,kawaler/panna,0
2605,38,26438.0,4.0,dobra historia,1.0,3,17,stała,1.0,,0,1,1,kawaler/panna,0
2606,33,25479.0,1.0,dobra historia,,4,15,brak,0.0,80451.0,0,1,1,żonaty/zamężna,0
2607,18,32781.0,0.0,dobra historia,,4,7,stała,1.0,20186.0,0,0,0,żonaty/zamężna,0
2608,48,7898.0,2.0,dobra historia,0.0,2,13,stała,1.0,,0,1,1,żonaty/zamężna,0
2609,52,25720.0,0.0,dobra historia,,1,24,brak,,119630.0,1,2,1,kawaler/panna,0
2610,46,,0.0,dobra historia,0.0,1,5,stała,0.0,,1,1,0,kawaler/panna,0
2611,28,40000.0,1.0,brak historii,2.0,2,13,stała,1.0,136930.0,0,2,1,kawaler/panna,0
2612,37,10256.0,1.0,dobra historia,0.0,5,1,określona,1.0,15844.0,0,1,0,kawaler/panna,1
2613,39,,2.0,dobra historia,,1,13,samozatrudnienie,1.0,94739.0,0,1,2,kawaler/panna,0
2614,45,22872.0,0.0,,,2,14,samozatrudnienie,0.0,19735.0,0,1,1,kawaler/panna,0
2615,46,,2.0,dobra historia,1.0,1,9,stała,1.0,80187.0,0,1,1,żonaty/zamężna,0
2616,32,,0.0,dobra historia,,2,8,stała,,55854.0,1,1,0,żonaty/zamężna,0
2617,40,29154.0,1.0,dobra historia,1.0,1,10,samozatrudnienie,,181073.0,1,1,0,żonaty/zamężna,0
2618,44,26908.0,0.0,dobra historia,0.0,1,4,stała,1.0,71291.0,0,1,1,kawaler/panna,0
2619,54,24863.0,0.0,brak historii,0.0,2,8,samozatrudnienie,1.0,104871.0,1,1,1,żonaty/zamężna,0
2620,47,17296.0,3.0,brak historii,,2,9,stała,1.0,75902.0,0,2,0,żonaty/zamężna,0
2621,47,21714.0,0.0,dobra historia,0.0,0,14,stała,1.0,74764.0,0,0,0,żonaty/zamężna,0
2622,40,15401.0,2.0,dobra historia,0.0,0,0,brak,,254615.0,1,2,0,kawaler/panna,0
2623,54,21541.0,0.0,dobra historia,1.0,0,10,określona,0.0,71402.0,0,1,0,kawaler/panna,0
2624,44,6850.0,0.0,brak historii,1.0,1,5,stała,1.0,43623.0,1,0,0,kawaler/panna,0
2625,31,,0.0,dobra historia,0.0,1,10,określona,1.0,62127.0,0,0,0,kawaler/panna,0
2626,54,20725.0,2.0,dobra historia,0.0,2,20,stała,1.0,15126.0,1,2,2,żonaty/zamężna,0
2627,46,18618.0,0.0,,,0,7,brak,1.0,35146.0,0,2,1,żonaty/zamężna,0
2628,35,24584.0,1.0,dobra historia,0.0,1,3,stała,0.0,22240.0,1,2,1,kawaler/panna,0
2629,35,10755.0,1.0,,0.0,0,1,stała,0.0,35554.0,0,1,0,rozwiedziony/rozwiedziona,0
2630,42,,0.0,dobra historia,1.0,0,10,określona,1.0,20690.0,0,1,0,żonaty/zamężna,0
2631,44,20923.0,0.0,brak historii,0.0,5,16,samozatrudnienie,,196874.0,1,1,1,kawaler/panna,1
2632,41,,0.0,dobra historia,2.0,1,1,określona,1.0,,0,1,2,żonaty/zamężna,0
2633,43,13592.0,3.0,,1.0,2,13,stała,,47532.0,1,1,1,żonaty/zamężna,0
2634,56,22291.0,0.0,brak historii,1.0,5,6,określona,,26615.0,1,1,0,kawaler/panna,1
2635,50,,0.0,brak historii,1.0,2,9,stała,1.0,,0,2,1,żonaty/zamężna,0
2636,41,,0.0,dobra historia,2.0,4,16,stała,1.0,136001.0,1,2,2,kawaler/panna,0
2637,49,,1.0,dobra historia,2.0,2,8,brak,0.0,23432.0,1,1,2,kawaler/panna,0
2638,29,28946.0,1.0,dobra historia,0.0,0,12,stała,0.0,78007.0,0,2,1,kawaler/panna,0
2639,43,18411.0,3.0,dobra historia,,1,6,stała,0.0,31211.0,1,0,2,żonaty/zamężna,0
2640,58,,3.0,dobra historia,0.0,0,8,samozatrudnienie,0.0,117743.0,0,0,1,kawaler/panna,0
2641,37,19920.0,0.0,brak historii,1.0,3,9,określona,1.0,,1,2,0,żonaty/zamężna,0
2642,31,19576.0,0.0,dobra historia,,1,8,stała,,184707.0,0,2,1,żonaty/zamężna,0
2643,33,37212.0,2.0,,0.0,3,0,samozatrudnienie,1.0,,0,0,1,żonaty/zamężna,0
2644,29,25711.0,3.0,dobra historia,0.0,1,10,stała,1.0,39754.0,1,2,0,żonaty/zamężna,0
2645,32,40000.0,0.0,dobra historia,1.0,2,12,brak,0.0,124865.0,0,1,1,rozwiedziony/rozwiedziona,0
2646,36,40000.0,0.0,dobra historia,,1,10,stała,1.0,46512.0,0,2,1,żonaty/zamężna,0
2647,25,17531.0,3.0,dobra historia,0.0,2,14,stała,1.0,91984.0,0,0,1,kawaler/panna,0
2648,40,8977.0,0.0,dobra historia,0.0,1,11,stała,1.0,47695.0,0,1,0,kawaler/panna,0
2649,49,40000.0,0.0,dobra historia,1.0,1,3,samozatrudnienie,0.0,22593.0,0,2,0,żonaty/zamężna,0
2650,30,40000.0,3.0,dobra historia,2.0,0,7,brak,,21487.0,0,1,1,żonaty/zamężna,0
2651,55,11124.0,2.0,dobra historia,1.0,1,5,stała,0.0,60885.0,0,1,2,żonaty/zamężna,0
2652,45,40000.0,0.0,dobra historia,1.0,1,0,brak,1.0,50899.0,1,0,2,żonaty/zamężna,0
2653,50,26663.0,0.0,dobra historia,0.0,2,15,brak,0.0,156274.0,0,2,1,żonaty/zamężna,0
2654,33,23869.0,0.0,,1.0,0,24,samozatrudnienie,0.0,43071.0,0,1,1,żonaty/zamężna,0
2655,48,,3.0,brak historii,0.0,1,6,samozatrudnienie,1.0,23573.0,0,1,1,kawaler/panna,0
2656,29,40000.0,5.0,brak historii,,3,10,stała,0.0,108575.0,1,0,0,rozwiedziony/rozwiedziona,0
2657,48,30505.0,2.0,brak historii,0.0,0,5,stała,1.0,42611.0,1,2,0,kawaler/panna,0
2658,41,27906.0,0.0,dobra historia,,1,11,stała,,,0,0,2,kawaler/panna,0
2659,45,,0.0,dobra historia,,1,16,określona,1.0,80208.0,1,1,1,kawaler/panna,0
2660,28,,1.0,dobra historia,,1,12,określona,0.0,33955.0,0,2,1,kawaler/panna,0
2661,31,21427.0,0.0,brak historii,0.0,3,15,brak,,,0,0,0,żonaty/zamężna,0
2662,45,14028.0,1.0,brak historii,1.0,0,17,stała,1.0,,1,1,1,kawaler/panna,0
2663,30,,1.0,,0.0,3,18,określona,1.0,,1,2,1,rozwiedziony/rozwiedziona,0
2664,44,,0.0,dobra historia,1.0,0,11,stała,1.0,,0,2,1,rozwiedziony/rozwiedziona,0
2665,26,16032.0,3.0,brak historii,1.0,2,5,brak,,,0,0,0,kawaler/panna,0
2666,48,23585.0,0.0,brak historii,0.0,1,6,brak,,45401.0,1,2,2,żonaty/zamężna,0
2667,27,18732.0,2.0,dobra historia,0.0,2,9,stała,1.0,336957.0,0,2,1,kawaler/panna,0
2668,45,,0.0,dobra historia,1.0,1,8,określona,1.0,68270.0,0,1,1,żonaty/zamężna,0
2669,46,9787.0,2.0,dobra historia,2.0,2,2,stała,1.0,,1,0,1,kawaler/panna,1
2670,33,,1.0,dobra historia,1.0,0,9,stała,1.0,68924.0,0,0,0,żonaty/zamężna,0
2671,45,23523.0,0.0,,0.0,3,10,określona,1.0,68625.0,1,1,1,żonaty/zamężna,0
2672,42,18857.0,0.0,brak historii,0.0,2,5,stała,,231816.0,0,1,0,żonaty/zamężna,0
2673,34,20207.0,0.0,brak historii,0.0,1,9,stała,0.0,40061.0,0,0,0,żonaty/zamężna,0
2674,29,,0.0,brak historii,2.0,3,4,stała,1.0,74941.0,0,0,1,kawaler/panna,0
2675,20,26324.0,2.0,dobra historia,0.0,1,11,stała,,51104.0,1,0,2,żonaty/zamężna,0
2676,43,30448.0,0.0,dobra historia,1.0,0,5,samozatrudnienie,1.0,,1,0,1,kawaler/panna,0
2677,24,28191.0,0.0,dobra historia,2.0,3,11,stała,0.0,82148.0,1,1,0,żonaty/zamężna,0
2678,40,37025.0,0.0,,1.0,2,13,samozatrudnienie,0.0,41344.0,1,1,1,kawaler/panna,0
2679,37,24361.0,1.0,dobra historia,1.0,1,14,brak,0.0,54884.0,0,1,2,kawaler/panna,0
2680,46,27982.0,2.0,brak historii,1.0,2,18,stała,0.0,,0,1,0,kawaler/panna,0
2681,36,23814.0,0.0,dobra historia,,1,12,określona,1.0,,1,1,1,kawaler/panna,0
2682,36,,1.0,dobra historia,0.0,1,9,samozatrudnienie,1.0,94396.0,1,2,0,kawaler/panna,0
2683,47,,2.0,dobra historia,1.0,0,14,określona,,29725.0,0,0,1,żonaty/zamężna,0
2684,43,,0.0,brak historii,0.0,2,2,stała,,144260.0,1,1,1,kawaler/panna,0
2685,43,40000.0,2.0,dobra historia,0.0,4,7,stała,1.0,147019.0,0,0,0,żonaty/zamężna,0
2686,44,6436.0,0.0,dobra historia,0.0,2,7,stała,0.0,17967.0,1,1,1,żonaty/zamężna,0
2687,24,20535.0,0.0,brak historii,0.0,2,6,stała,1.0,83605.0,0,0,0,żonaty/zamężna,0
2688,47,39582.0,1.0,dobra historia,0.0,1,8,samozatrudnienie,1.0,47803.0,1,1,1,rozwiedziony/rozwiedziona,0
2689,46,,0.0,dobra historia,0.0,1,20,stała,0.0,42295.0,1,0,1,żonaty/zamężna,0
2690,29,,2.0,,0.0,2,8,stała,,,1,0,0,kawaler/panna,0
2691,37,23498.0,0.0,dobra historia,0.0,2,12,określona,,66480.0,0,1,1,żonaty/zamężna,0
2692,39,18461.0,0.0,dobra historia,0.0,2,5,określona,0.0,15206.0,0,1,0,żonaty/zamężna,0
2693,38,22368.0,1.0,brak historii,0.0,0,6,samozatrudnienie,0.0,12302.0,0,0,1,rozwiedziony/rozwiedziona,0
2694,43,15651.0,1.0,dobra historia,,3,5,stała,,180378.0,0,0,1,żonaty/zamężna,0
2695,54,38343.0,2.0,dobra historia,,1,6,stała,1.0,55464.0,1,1,1,żonaty/zamężna,0
2696,50,40000.0,0.0,dobra historia,1.0,4,17,stała,0.0,,0,2,1,kawaler/panna,0
2697,26,20605.0,2.0,dobra historia,0.0,2,8,stała,1.0,29339.0,1,1,0,kawaler/panna,0
2698,46,11012.0,4.0,,0.0,1,6,stała,1.0,45164.0,0,1,0,żonaty/zamężna,0
2699,53,16950.0,0.0,,0.0,2,12,określona,0.0,24951.0,0,2,0,rozwiedziony/rozwiedziona,0
2700,43,20090.0,2.0,dobra historia,0.0,1,10,stała,0.0,,0,1,1,rozwiedziony/rozwiedziona,0
2701,50,28360.0,1.0,dobra historia,0.0,0,18,brak,,47250.0,1,1,0,żonaty/zamężna,0
2702,60,13306.0,0.0,dobra historia,,2,11,określona,,44260.0,0,0,0,żonaty/zamężna,0
2703,50,14994.0,0.0,dobra historia,0.0,0,17,stała,1.0,58321.0,0,2,0,kawaler/panna,0
2704,42,,0.0,dobra historia,1.0,2,4,stała,,,1,2,0,kawaler/panna,0
2705,50,35222.0,4.0,dobra historia,0.0,2,9,stała,1.0,110124.0,1,1,0,kawaler/panna,0
2706,41,16142.0,0.0,brak historii,,3,13,stała,1.0,143276.0,1,2,1,żonaty/zamężna,0
2707,40,11309.0,1.0,dobra historia,,0,6,stała,0.0,,1,1,0,żonaty/zamężna,0
2708,36,40000.0,0.0,brak historii,1.0,1,10,brak,1.0,32048.0,1,0,0,kawaler/panna,0
2709,55,32586.0,1.0,dobra historia,0.0,1,4,samozatrudnienie,1.0,67045.0,1,0,0,żonaty/zamężna,0
2710,31,19273.0,0.0,brak historii,0.0,2,9,stała,1.0,39498.0,1,1,1,kawaler/panna,0
2711,55,34013.0,2.0,dobra historia,2.0,1,2,samozatrudnienie,1.0,90558.0,0,1,2,kawaler/panna,0
2712,44,20697.0,0.0,,0.0,1,6,brak,1.0,13109.0,1,1,0,żonaty/zamężna,0
2713,26,,3.0,dobra historia,0.0,2,3,określona,,51888.0,0,1,2,kawaler/panna,0
2714,43,23853.0,2.0,brak historii,1.0,0,8,określona,1.0,149231.0,1,1,2,żonaty/zamężna,0
2715,18,23054.0,1.0,brak historii,1.0,0,12,stała,1.0,78085.0,0,1,0,żonaty/zamężna,0
2716,46,20810.0,0.0,dobra historia,0.0,3,3,stała,1.0,,1,0,1,kawaler/panna,0
2717,48,10681.0,0.0,,,0,12,stała,0.0,15669.0,1,1,2,żonaty/zamężna,0
2718,34,40000.0,3.0,dobra historia,0.0,2,6,określona,1.0,31372.0,0,2,1,żonaty/zamężna,0
2719,41,13756.0,0.0,dobra historia,1.0,0,0,stała,1.0,38532.0,0,1,2,rozwiedziony/rozwiedziona,0
2720,59,11158.0,0.0,dobra historia,1.0,3,13,określona,1.0,,1,0,1,żonaty/zamężna,0
2721,34,19802.0,1.0,dobra historia,0.0,3,11,stała,0.0,125985.0,0,1,1,żonaty/zamężna,0
2722,29,13619.0,0.0,dobra historia,2.0,1,8,określona,0.0,38910.0,0,0,1,rozwiedziony/rozwiedziona,0
2723,54,21464.0,0.0,brak historii,0.0,2,14,stała,0.0,,0,0,0,rozwiedziony/rozwiedziona,0
2724,59,31066.0,1.0,brak historii,0.0,0,20,brak,0.0,32600.0,0,1,0,żonaty/zamężna,0
2725,40,36230.0,0.0,brak historii,1.0,1,10,określona,1.0,66953.0,0,0,1,rozwiedziony/rozwiedziona,0
2726,50,33102.0,0.0,dobra historia,1.0,0,15,samozatrudnienie,1.0,,1,0,0,żonaty/zamężna,0
2727,53,18905.0,1.0,dobra historia,0.0,4,1,stała,1.0,,1,0,0,żonaty/zamężna,0
2728,32,22579.0,0.0,dobra historia,0.0,1,11,stała,1.0,21726.0,1,1,1,żonaty/zamężna,0
2729,35,27009.0,2.0,dobra historia,0.0,2,12,określona,1.0,167051.0,1,0,0,żonaty/zamężna,0
2730,52,9146.0,0.0,dobra historia,2.0,0,12,stała,,84933.0,1,1,1,kawaler/panna,0
2731,56,29298.0,1.0,dobra historia,0.0,1,2,samozatrudnienie,0.0,67570.0,1,1,1,kawaler/panna,0
2732,45,,0.0,,1.0,0,7,określona,1.0,21423.0,1,1,0,kawaler/panna,0
2733,31,40000.0,0.0,dobra historia,,1,11,stała,0.0,128516.0,0,2,1,kawaler/panna,0
2734,59,17993.0,0.0,dobra historia,0.0,1,9,określona,1.0,45046.0,1,1,1,żonaty/zamężna,0
2735,34,20081.0,0.0,,0.0,0,8,samozatrudnienie,1.0,233900.0,0,0,1,żonaty/zamężna,0
2736,36,14990.0,2.0,dobra historia,1.0,1,13,samozatrudnienie,1.0,48456.0,0,0,2,żonaty/zamężna,0
2737,43,16074.0,0.0,dobra historia,,4,6,stała,,63108.0,0,1,2,żonaty/zamężna,0
2738,55,40000.0,1.0,,1.0,0,8,stała,,27552.0,1,0,0,żonaty/zamężna,0
2739,48,35248.0,3.0,dobra historia,0.0,1,12,samozatrudnienie,0.0,25314.0,0,1,0,kawaler/panna,0
2740,44,,1.0,brak historii,0.0,1,15,samozatrudnienie,1.0,135066.0,0,1,1,kawaler/panna,0
2741,44,,0.0,dobra historia,1.0,2,11,samozatrudnienie,0.0,53533.0,0,1,1,żonaty/zamężna,0
2742,40,39999.0,0.0,,2.0,4,18,określona,,,0,1,0,rozwiedziony/rozwiedziona,0
2743,45,19137.0,3.0,dobra historia,1.0,1,17,samozatrudnienie,1.0,28660.0,1,1,1,kawaler/panna,0
2744,18,25676.0,1.0,dobra historia,2.0,0,18,określona,1.0,23743.0,0,1,2,żonaty/zamężna,0
2745,37,21862.0,1.0,brak historii,0.0,0,4,określona,,38445.0,0,2,1,żonaty/zamężna,0
2746,42,40000.0,0.0,dobra historia,1.0,0,9,brak,1.0,16576.0,1,0,0,żonaty/zamężna,0
2747,28,14792.0,2.0,dobra historia,0.0,0,10,określona,1.0,,1,0,2,kawaler/panna,0
2748,43,23694.0,2.0,dobra historia,,2,4,stała,1.0,121118.0,1,2,0,kawaler/panna,0
2749,37,17781.0,0.0,brak historii,,0,9,brak,1.0,141704.0,0,1,0,kawaler/panna,0
2750,57,,1.0,,1.0,3,6,brak,0.0,15430.0,0,0,0,kawaler/panna,0
2751,55,40000.0,0.0,,,0,0,samozatrudnienie,1.0,13677.0,0,2,1,żonaty/zamężna,0
2752,35,12200.0,0.0,dobra historia,1.0,0,4,stała,0.0,35741.0,1,2,0,rozwiedziony/rozwiedziona,0
2753,38,24589.0,2.0,dobra historia,1.0,1,10,samozatrudnienie,0.0,15653.0,0,1,1,kawaler/panna,0
2754,39,9224.0,0.0,brak historii,1.0,1,18,stała,0.0,133656.0,0,2,2,żonaty/zamężna,0
2755,35,,1.0,,0.0,0,3,stała,0.0,,0,1,1,żonaty/zamężna,0
2756,41,27200.0,0.0,dobra historia,0.0,1,16,stała,,40416.0,0,1,0,kawaler/panna,0
2757,32,14583.0,0.0,dobra historia,2.0,3,10,stała,,,1,1,0,rozwiedziony/rozwiedziona,0
2758,28,29537.0,0.0,brak historii,2.0,0,9,określona,1.0,65017.0,1,2,1,kawaler/panna,0
2759,46,19254.0,5.0,dobra historia,0.0,1,5,stała,0.0,,1,2,1,kawaler/panna,0
2760,46,39341.0,0.0,brak historii,0.0,0,7,stała,1.0,,0,1,1,rozwiedziony/rozwiedziona,0
2761,31,,0.0,,0.0,0,8,określona,0.0,24722.0,0,2,2,kawaler/panna,0
2762,48,,1.0,,1.0,1,13,stała,0.0,78754.0,0,2,1,kawaler/panna,0
2763,33,22887.0,0.0,,,4,9,stała,0.0,93297.0,1,1,0,kawaler/panna,0
2764,42,,0.0,,2.0,3,18,stała,0.0,215567.0,1,1,1,kawaler/panna,0
2765,48,30021.0,0.0,brak historii,0.0,0,4,samozatrudnienie,1.0,22956.0,0,0,1,żonaty/zamężna,0
2766,39,22185.0,0.0,dobra historia,1.0,1,17,stała,1.0,94260.0,1,0,0,żonaty/zamężna,0
2767,44,24224.0,0.0,dobra historia,1.0,4,6,brak,1.0,25946.0,0,1,0,żonaty/zamężna,0
2768,34,19502.0,0.0,brak historii,1.0,1,6,stała,1.0,69302.0,0,1,0,kawaler/panna,0
2769,38,23332.0,0.0,dobra historia,1.0,2,12,określona,1.0,39800.0,0,1,0,żonaty/zamężna,0
2770,37,40000.0,2.0,,1.0,2,4,stała,0.0,70148.0,0,1,0,rozwiedziony/rozwiedziona,0
2771,32,30425.0,0.0,,1.0,1,17,określona,1.0,128115.0,0,1,1,kawaler/panna,0
2772,38,31276.0,3.0,,0.0,0,9,stała,1.0,105955.0,1,2,1,kawaler/panna,0
2773,24,,1.0,brak historii,1.0,3,10,samozatrudnienie,0.0,12567.0,0,2,1,kawaler/panna,0
2774,35,20396.0,0.0,dobra historia,0.0,1,10,stała,,,1,0,1,rozwiedziony/rozwiedziona,0
2775,37,25833.0,4.0,dobra historia,,1,14,stała,0.0,27047.0,0,0,1,kawaler/panna,0
2776,37,12802.0,0.0,brak historii,0.0,1,5,stała,1.0,173320.0,0,0,1,żonaty/zamężna,0
2777,37,40000.0,0.0,,0.0,2,3,stała,1.0,208367.0,1,1,1,kawaler/panna,0
2778,39,5478.0,0.0,dobra historia,0.0,1,10,stała,0.0,106138.0,0,1,0,kawaler/panna,0
2779,44,21087.0,2.0,dobra historia,,1,9,stała,1.0,,1,2,1,żonaty/zamężna,0
2780,48,,0.0,,0.0,1,7,stała,1.0,181350.0,0,1,0,żonaty/zamężna,0
2781,33,11137.0,0.0,brak historii,0.0,1,14,określona,1.0,47745.0,1,1,1,żonaty/zamężna,0
2782,27,,0.0,dobra historia,1.0,1,8,określona,0.0,,1,2,1,żonaty/zamężna,0
2783,29,15671.0,2.0,,0.0,2,3,stała,1.0,,0,1,2,żonaty/zamężna,0
2784,35,18317.0,0.0,dobra historia,0.0,2,24,samozatrudnienie,1.0,190428.0,0,1,1,żonaty/zamężna,0
2785,36,35347.0,0.0,brak historii,,1,6,stała,1.0,,1,0,2,kawaler/panna,0
2786,32,24319.0,0.0,,,2,13,określona,0.0,47527.0,0,0,1,kawaler/panna,0
2787,27,,2.0,dobra historia,1.0,1,9,stała,1.0,99632.0,1,1,2,żonaty/zamężna,0
